Time,RawValue
3758.513232978,16
3758.515620764,16
3758.517287437,0
3758.518954184,0
3758.520620987,0
3758.522287771,0
3758.52395461,0
3758.525621339,0
3758.52728803,0
3758.528954759,16
3758.530621617,0
3758.532288475,0
3758.533955333,0
3758.53562208,0
3758.53728879,0
3758.538955593,0
3758.540687766,16
3758.542354476,0
3758.544022926,0
3758.545689784,0
3758.547356624,16
3758.549023408,0
3758.5506901,0
3758.552356921,0
3758.554023612,0
3758.55569047,0
3758.55735731,0
3758.559024094,0
3758.560690933,0
3758.562357791,0
3758.564024575,0
3758.565691304,16
3758.567357995,16
3758.569024724,16
3758.570691508,0
3758.57235831,0
3758.57402502,0
3758.575691749,16
3758.577358496,16
3758.57902528,0
3758.58069199,16
3758.582358737,16
3758.584025558,32
3758.585692379,0
3758.587359089,16
3758.589025854,0
3758.590692638,0
3758.592359404,16
3758.594026095,0
3758.595692861,16
3758.597359626,16
3758.599026429,0
3758.600693139,16
3758.602359849,0
3758.604026577,0
3758.605693398,32
3758.607360071,0
3758.609026855,16
3758.610693602,16
3758.612360331,0
3758.614027115,0
3758.615693825,16
3758.618393224,0
3758.620060008,0
3758.621726755,0
3758.623393576,0
3758.625060323,0
3758.626727088,0
3758.628393854,16
3758.630060619,32
3758.631727422,0
3758.633394243,0
3758.635061009,0
3758.636727756,0
3758.638394558,16
3758.640061305,0
3758.641727997,0
3758.643394725,0
3758.645061453,0
3758.646728182,0
3758.648395003,0
3758.650061824,0
3758.651728553,0
3758.653395244,0
3758.655062065,0
3758.656728849,0
3758.658395541,0
3758.660062232,0
3758.661728905,0
3758.663395652,16
3758.665062343,0
3758.666729053,0
3758.668395874,16
3758.670062677,16
3758.671729424,16
3758.673396245,0
3758.67506301,0
3758.67672972,16
3758.678396504,16
3758.680063177,0
3758.681729998,16
3758.683396671,16
3758.685063455,16
3758.686730165,0
3758.688396986,0
3758.690063678,0
3758.691730388,0
3758.693397153,0
3758.695063863,0
3758.696730573,0
3758.698397376,16
3758.700064104,0
3758.701730833,0
3758.703397654,0
3758.705064327,16
3758.706731,0
3758.708397765,0
3758.710064586,0
3758.711731407,0
3758.713398154,0
3758.71506492,0
3758.716731648,0
3758.71839834,0
3758.720065161,0
3758.721731945,16
3758.723398766,0
3758.725065587,0
3758.726732371,0
3758.728399099,0
3758.730065902,0
3758.731732704,0
3758.733399433,16
3758.735066161,16
3758.736732908,0
3758.738399581,16
3758.740066254,0
3758.741732946,16
3758.743399674,0
3758.745066495,0
3758.746733298,0
3758.7484001,16
3758.750066773,0
3758.75173352,0
3758.753400286,0
3758.755067033,16
3758.75673378,16
3758.758400545,0
3758.760067292,0
3758.761734058,0
3758.763400879,0
3758.765067663,0
3758.76673441,0
3758.768401138,0
3758.770067867,16
3758.771734558,16
3758.77340125,0
3758.775067997,16
3758.776734688,16
3758.778401361,0
3758.780068034,0
